Indice_prediccion,id_documento,Categoria_real,Categoria_predicha,Texto,Prediccion_correcta,Puntuacion_maxima,Margen_decision,Categoria_recalculada,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision_recalculado
347,3160,datascience,datascience,your pipeline is 26.4h behind: catching finance sentiment leads with pulsebit your pipeline is 26.4h behind: catching finance sentiment leads with pulsebit your pipeline is 26.4h behind: catching finance sentiment leads with pulsebit on the. 26.4h 26.4h,True,1.552325858706714,3.0152455795501787,datascience,frontend,1.552325858706714,-1.4629197208434648,3.0152455795501787
348,56,backend,backend,why your fastapi app works locally but fails in production why your fastapi app works locally but fails in production fastapi works locally but fails in production the five usual causes: uvicorn workers queuepool limits event loop blocking and docker cpu limits. docker cpu uvicorn docker cpu uvicorn,True,1.5697718523194937,2.973525667806184,backend,frontend,1.5697718523194935,-1.4037538154866906,2.973525667806184
349,3181,cloud,backend,deploying a complex cursor-built app: prisma postgres inngest supabase on vercel railway and jetpacked deploying a complex cursor-built app: prisma postgres inngest supabase on vercel railway and jetpacked i built a complex full-stack application with cursor to see how different deployment platforms handle. cursor cursor,False,0.2976375332846103,0.3330268947447616,backend,cloud,0.2976375332846103,-0.03538936146015137,0.33302689474476166
350,4475,backend,backend,sesiones stateful: el verdadero estándar de oro en la web sesiones stateful: el verdadero estándar de oro en la web te has preguntado por qué a pesar del auge de las apis stateless y los jwt las aplicaciones más. jwt del auge de las apis stateless jwt del auge de las apis stateless,True,0.1785728754034919,0.789937337909781,backend,datascience,0.17857287540349198,-0.6113644625062891,0.789937337909781
351,2099,cloud,cloud,cloud cost optimization for data platforms: the guardrails that actually reduce spend cloud cost optimization for data platforms: the guardrails that actually reduce spend where cloud spend usually leaks in modern data platforms and which operating guardrails help teams reduce cost without cutting the wrong workloads.,True,0.9402909260844572,1.5060467546751624,cloud,datascience,0.9402909260844571,-0.5657558285907052,1.5060467546751624
352,1875,backend,cloud,dev log 04: engineering automated community security shields on the edge dev log 04: engineering automated community security shields on the edge how we implemented high-speed regex matchers and huggingface classifiers to protect chat. huggingface huggingface,False,0.0759283130575454,0.7944900825463739,cloud,frontend,0.07592831305754544,-0.7185617694888284,0.7944900825463739
353,2730,backend,backend,implementing w3c trace context across http grpc and message queues implementing w3c trace context across http grpc and message queues implement w3c trace context across http grpc and message queues to preserve distributed traces end-to-end and prevent broken spans. grpc http grpc http,True,1.0735431871460728,2.0285205373240305,backend,frontend,1.0735431871460728,-0.9549773501779577,2.0285205373240305
354,1980,cloud,cloud,gemini prototyping ai code migration agents and llm transparency insights gemini prototyping ai code migration agents and llm transparency insights gemini prototyping ai code migration agents and llm transparency insights gemini prototyping ai code migration agents gemini prototyping ai code migration agents,True,0.8524967659944828,1.661509192158046,cloud,frontend,0.8524967659944828,-0.8090124261635632,1.661509192158046
355,910,frontend,frontend,top 10 must-have chrome extensions for developers in 2026 top 10 must-have chrome extensions for developers in 2026 in 2026 web development moves at lightning speed. react 19 and its server components sophisticated. server components server components,True,0.7612834980235418,1.6157313426257345,frontend,cloud,0.7612834980235418,-0.8544478446021927,1.6157313426257345
356,891,backend,backend,43/60 days system design questions 43/60 days system design questions your cdn saved you from explaining a 400ms load time to your vp. then your deploy shipped. and nobody. 400ms 400ms,True,1.126793618431377,2.263779671226545,backend,frontend,1.126793618431377,-1.1369860527951676,2.2637796712265446
357,1566,backend,backend,request ids for safer signup email apis request ids for safer signup email apis a backend pattern for signup email apis that uses request ids outbox checks and cleaner staging validation without inbox confusion.,True,2.134247749908368,3.5208417754062373,backend,frontend,2.1342477499083676,-1.3865940254978697,3.5208417754062373
358,4046,backend,backend,day 17: extracting the inventory service from my spring boot monolith day 17: extracting the inventory service from my spring boot monolith for sixteen days orderhub was one spring boot jar. one pom.xml one src/ one process. it was. orderhub sixteen days spring boot jar orderhub sixteen days spring boot jar,True,1.3356002623442644,1.729429473712024,backend,cloud,1.3356002623442644,-0.39382921136775956,1.729429473712024
359,2579,datascience,datascience,garbage in garbage out: a beginner s guide to data cleaning garbage in garbage out: a beginner s guide to data cleaning when you first dive into machine learning it is easy to get swept up in the excitement of building.,True,0.4395429268689645,1.025321771916012,datascience,cloud,0.43954292686896457,-0.5857788450470475,1.025321771916012
360,2356,frontend,frontend,building a lightweight developer knowledge graph to accelerate onboarding and troubleshooting building a lightweight developer knowledge graph to accelerate onboarding and troubleshooting building a lightweight developer knowledge graph to accelerate onboarding and.,True,1.3715528287100192,2.657840602751996,frontend,datascience,1.3715528287100192,-1.286287774041977,2.657840602751996
361,3469,frontend,frontend,构建组件 构建组件 项目代码: 组件简介 组件是任何 euv 应用的构建块 它们让你将 ui.,True,3.121940780267769,5.007943680364339,frontend,datascience,3.121940780267769,-1.8860029000965701,5.007943680364339
362,2488,frontend,frontend,html -старый стандарт html -старый стандарт главным первоисточником информации о первых 18 тегах является официальный исторический архив.,True,1.4405531868592232,2.475104645767528,frontend,cloud,1.4405531868592232,-1.0345514589083047,2.475104645767528
363,1539,backend,frontend,tối ưu docker compose dev stack trên laptop 16gb ram tối ưu docker compose dev stack trên laptop 16gb ram khi chạy docker compose cho một dev stack gồm postgresql redis api và frontend trên laptop 16gb. docker compose gb redis một dev docker compose gb redis một dev,False,0.1276429531007652,0.618979451743976,frontend,cloud,0.12764295310076523,-0.4913364986432107,0.618979451743976
364,2453,backend,backend,building a video url canonicalization pipeline in php 8.4 with sqlite building a video url canonicalization pipeline in php 8.4 with sqlite how a multi-region video discovery site collapses youtu.be shorts embed and mobile youtube url va shorts youtube shorts youtube,True,0.7449565924749896,1.483894059707362,backend,frontend,0.7449565924749896,-0.7389374672323723,1.483894059707362
365,2872,frontend,backend,a scatter-plot explorer for world statistics log scales and hand-rolled pearson correlation a scatter-plot explorer for world statistics log scales and hand-rolled pearson correlation do countries with higher gdp per capita also have longer life expectancy i built a tool that lets.,False,-0.214366997504288,0.2974779707949679,backend,frontend,-0.214366997504288,-0.511844968299256,0.29747797079496796
366,3689,frontend,frontend,upgrading to next.js 16: field notes from two production apps upgrading to next.js 16: field notes from two production apps headline: i upgraded two real apps this portfolio and an internal operations dashboard from.,True,0.4706139184216932,1.2202003280743914,frontend,backend,0.4706139184216932,-0.7495864096526981,1.2202003280743914
